Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.5851691976041244,1858.1871650218964,0.3736378205128205
1.0,1.1027969108492812,1533.3433465957642,0.4814102564102564
2.0,0.928202164431496,1419.490233719349,0.5406650641025641
3.0,0.855263069255237,1331.6449288725853,0.5749599358974359
4.0,0.8127605963413363,1260.8870577812195,0.6026041666666667
5.0,0.7725250973674741,1206.8065807819366,0.6203926282051282
6.0,0.735851905302349,1148.3011875152588,0.6401842948717948
7.0,0.7001064407193958,1105.3365933299065,0.6542067307692307
8.0,0.6706610814822386,1061.633424937725,0.6683894230769231
9.0,0.6404434003363952,1024.090061366558,0.6786057692307692
10.0,0.6108819258826036,986.1804940700531,0.690224358974359
11.0,0.5821004051319284,955.2872733771801,0.7
12.0,0.5600666830600249,924.4019041657448,0.7064102564102565
13.0,0.5395676862460599,895.9886145889759,0.7139423076923077
14.0,0.5206091497353842,867.9901928007603,0.7220753205128205
15.0,0.5012792440700369,847.5552622973919,0.7271233974358975
16.0,0.48572396801265677,827.3588862121105,0.7312099358974359
17.0,0.46887472467553065,806.1240701973438,0.7370592948717949
18.0,0.45737774050632213,788.6503767967224,0.7396233974358974
19.0,0.44587292583686705,775.7191538512707,0.7426682692307692
