Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.7831746508545058,2235.0159108638763,0.21201923076923077
1.0,0.5946216845628745,1939.6263465881348,0.31033653846153847
2.0,0.5192657918519079,1744.2744908332825,0.3626602564102564
3.0,0.471919315761253,1612.9617718458176,0.39923878205128205
4.0,0.4399698687314426,1522.347373008728,0.42239583333333336
5.0,0.41701365601518836,1457.311787724495,0.4412660256410256
6.0,0.39766585173099517,1406.8633654117584,0.4522836538461538
7.0,0.38355170111341796,1369.9585040807724,0.46137820512820515
8.0,0.371894419615265,1337.194128870964,0.4713541666666667
9.0,0.3623578552053446,1313.8732095956802,0.47608173076923077
10.0,0.3521421390147217,1294.3222535848618,0.48125
11.0,0.3444775722281925,1269.0464524030685,0.48938301282051283
12.0,0.336084857799523,1252.346992135048,0.49491185897435896
13.0,0.32866157250189515,1240.3293498158455,0.4990785256410256
14.0,0.32123673397187924,1220.1443755030632,0.5081330128205128
15.0,0.3148050559544896,1202.7329845428467,0.5151041666666667
16.0,0.30727405302713195,1188.2621026039124,0.5191105769230769
17.0,0.302358251655833,1171.8188182115555,0.5260416666666666
18.0,0.29584735596617306,1157.4227365851402,0.5325721153846154
19.0,0.2927399155688277,1144.5189000964165,0.5360176282051282
