Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.587880696858915,669.4669176340103,0.2698333333333333
1.0,0.39336383794725593,585.0912714004517,0.4075
2.0,0.3347182827179256,530.2193470001221,0.46508333333333335
3.0,0.30709839944108824,494.57635390758514,0.5019166666666667
4.0,0.2896371642221604,471.4909147620201,0.51925
5.0,0.2795625871499832,457.8868438601494,0.5286666666666666
6.0,0.27129527624489025,446.92927718162537,0.5363333333333333
7.0,0.26360014173459684,437.8042960166931,0.5498333333333333
8.0,0.25621520751340454,435.9546875357628,0.5449166666666667
9.0,0.25215076123553004,431.6052165031433,0.5514166666666667
10.0,0.24991294731524216,428.24703401327133,0.5496666666666666
11.0,0.24663985187100085,424.8511319756508,0.5523333333333333
12.0,0.24377359097471418,422.6541599035263,0.5501666666666667
13.0,0.23792562862556113,415.1312480568886,0.5590833333333334
14.0,0.2350707482032517,412.6630790233612,0.5573333333333333
15.0,0.23431507955356526,403.1079013943672,0.5653333333333334
16.0,0.23303917974352384,398.80455607175827,0.5653333333333334
17.0,0.22951674576604578,390.078606069088,0.5771666666666667
18.0,0.22642667126503685,385.4582450389862,0.58125
19.0,0.22551850005769095,388.1851882338524,0.578
