Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1434981243747628,1949.63050365448,0.41486378205128205
1.0,0.8332683686070191,1555.8049128055573,0.49455128205128207
2.0,0.7126707013689979,1347.5763086080551,0.5273637820512821
3.0,0.6506357064433473,1228.5593359470367,0.5536458333333333
4.0,0.6102702449019364,1149.8729627728462,0.5747996794871795
5.0,0.5837885276851278,1101.000101685524,0.586698717948718
6.0,0.5591455617511342,1064.9780430197716,0.5967548076923077
7.0,0.5414918374024237,1035.490470945835,0.6048477564102565
8.0,0.5240573292567524,1007.5861171483994,0.6155849358974359
9.0,0.5097131742667965,985.645451426506,0.6223557692307692
10.0,0.49532578542940314,964.5257884860039,0.6302483974358974
11.0,0.4790209509558535,945.7911258339882,0.638301282051282
12.0,0.4658514509872056,926.3816987276077,0.6435496794871794
13.0,0.45294296558020547,908.1915146708488,0.6508814102564102
14.0,0.4422677783105652,890.431125998497,0.6596955128205129
15.0,0.42986950894017506,874.2915283441544,0.6635817307692308
16.0,0.41810483264936127,859.0544622540474,0.6701522435897436
17.0,0.4076325902396175,844.7652685642242,0.6751201923076923
18.0,0.3966921431142341,829.7072277963161,0.6815705128205128
19.0,0.387911603541216,817.4919762313366,0.6848958333333334
