Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.3335889017813134,569.464835524559,0.6266666666666667
1.0,0.7491013665448533,414.0604239702225,0.6931666666666667
2.0,0.5398570261904686,332.54110303521156,0.7299166666666667
3.0,0.4443841986553236,283.53976929187775,0.76325
4.0,0.3909131127261753,252.10022614896297,0.7886666666666666
5.0,0.35937732191636707,229.53012776374817,0.8035833333333333
6.0,0.3355903730324723,213.45513781905174,0.8160833333333334
7.0,0.3178950473373586,201.78826969861984,0.8268333333333333
8.0,0.3053125755749868,190.49842029809952,0.836
9.0,0.2934974310748054,184.51564395427704,0.8415833333333333
10.0,0.28516036873961037,179.7016125023365,0.84475
11.0,0.27640837355337355,173.13087037205696,0.8523333333333334
12.0,0.27189607609772326,169.40690349042416,0.8554166666666667
13.0,0.26527702901765254,166.00598345696926,0.8563333333333333
14.0,0.2605236036970308,162.44347067922354,0.8601666666666666
15.0,0.2569727839649175,158.09249445050955,0.8645833333333334
16.0,0.2510836510395011,156.7561856135726,0.8650833333333333
17.0,0.25020310807932505,154.32570310682058,0.8676666666666667
18.0,0.245195449368746,152.49296017736197,0.8689166666666667
19.0,0.24073689372115065,149.0497994273901,0.8720833333333333
