Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.686151537429628,1814.4819841384888,0.3063701923076923
1.0,1.1550680461091778,1396.7743291854858,0.4651442307692308
2.0,0.9601988236999422,1208.395080447197,0.5412660256410257
3.0,0.8695977740203372,1097.499082505703,0.5826923076923077
4.0,0.808545466490389,1020.8436021208763,0.616386217948718
5.0,0.7610533302272126,961.4075270295143,0.6396634615384615
6.0,0.7215977857766837,910.6717216968536,0.6606169871794871
7.0,0.6847135105963023,863.0486434996128,0.6779246794871795
8.0,0.649175883956665,818.5826902389526,0.6962339743589744
9.0,0.6173554474081111,787.1666813194752,0.7061698717948718
10.0,0.5891244075386843,754.8040321469307,0.7181891025641025
11.0,0.5625082070553529,724.5445959866047,0.7286057692307693
12.0,0.5382278670197784,696.3783810734749,0.7382211538461538
13.0,0.5187562393021223,675.3102259486914,0.7468349358974359
14.0,0.4995206823497781,653.4344256520271,0.7557692307692307
15.0,0.48208555257842944,634.4785014539957,0.7615785256410257
16.0,0.4675722379440199,618.7198160886765,0.7682692307692308
17.0,0.45429446760316394,605.8924527168274,0.7715144230769231
18.0,0.4402981029275354,591.2536092847586,0.7765224358974359
19.0,0.42936160522035793,580.5015399903059,0.7804086538461539
