Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1859019385646894,538.9262067079544,0.49533333333333335
1.0,0.8137735847680303,383.9342845082283,0.6310833333333333
2.0,0.6718885971870806,314.1530194282532,0.71075
3.0,0.6058309984429225,275.96371310949326,0.7519166666666667
4.0,0.5607191403932711,255.70614236593246,0.7719166666666667
5.0,0.5349088788610658,241.80159097909927,0.7846666666666666
6.0,0.5159667702898146,229.82748407125473,0.7944166666666667
7.0,0.5016625632841203,221.73549431562424,0.80375
8.0,0.48646662641840843,215.12722957134247,0.80875
9.0,0.475075774268648,212.19815650582314,0.8110833333333334
10.0,0.4662014178568319,205.3628442287445,0.8173333333333334
11.0,0.45777400070402535,201.48763504624367,0.8208333333333333
12.0,0.453209626946352,200.01415286958218,0.8216666666666667
13.0,0.4485141835248237,195.26362036168575,0.82675
14.0,0.4431010626885567,190.57480895519257,0.8314166666666667
15.0,0.43756103648579964,189.65842640399933,0.8314166666666667
16.0,0.42703358771051897,190.0285889953375,0.8326666666666667
17.0,0.42500011286260153,186.98798187077045,0.8331666666666667
18.0,0.42514391937915846,182.58544945716858,0.837
19.0,0.4183589969439276,182.03934866189957,0.8393333333333334
