Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.5704846734542461,700.4074391126633,0.21
1.0,0.3900393910336263,624.4490177631378,0.3383333333333333
2.0,0.3354472341486661,575.1657183170319,0.43316666666666664
3.0,0.3114599083482605,540.0558145046234,0.47458333333333336
4.0,0.2943986808232671,524.1697988510132,0.48841666666666667
5.0,0.285670306364714,512.9114720821381,0.4925833333333333
6.0,0.27871836042445236,504.352285861969,0.49625
7.0,0.27158563443390454,497.8563798069954,0.5056666666666667
8.0,0.2654332166183451,500.4162037372589,0.5020833333333333
9.0,0.26363836885422853,492.1284387111664,0.5064166666666666
10.0,0.2587561068029349,491.6970975995064,0.5045833333333334
11.0,0.2546191776279694,490.7325246334076,0.5044166666666666
12.0,0.2534838946207014,475.35734581947327,0.51275
13.0,0.24658713168389987,471.54661613702774,0.5161666666666667
14.0,0.24484694523260356,461.1188529729843,0.5241666666666667
15.0,0.24279849747071222,447.66119956970215,0.53375
16.0,0.24114778162054729,442.91719311475754,0.5300833333333334
17.0,0.23845243925925177,437.3862766623497,0.5381666666666667
18.0,0.2353107604997938,424.50686341524124,0.5453333333333333
19.0,0.23428747763654934,417.97160482406616,0.5526666666666666
